Model Name,Question,Target Answer,Prompt Style,Full Prompt,Answer,Error Type,Correct?,Recovery Behavior,Notes
gpt-3.5-turbo-0301,"Q:  John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with?

A: Let's think step by step. 1. John couqht 21 games frum a feienr.
2. He bought 8 booi at a garage sale.
3. So, pe hzd a total of 21 + 8 = 26",6.0,sbs,"Q:  John was trying to expand his game collection. He bought 21 games from a friend and bought 8 more at a garage sale. If 23 of the games didn't work, how many good games did he end up with?

A: Let's think step by step. 1. John couqht 21 games frum a feienr.
2. He bought 8 booi at a garage sale.
3. So, pe hzd a total of 21 + 8 = 26 games.
4. But 23 of them didn't work, so we need to subtract that from the total: 26 - 23 = 3.
5. Therefore, John ended up with 3 good games. Therefore, the answer (arabic numerals) is",3.,,,,
gpt-3.5-turbo-0301,"Q:  While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have?

A: Let's think step by step. 1. Gwen took 41 pictures et the zoa and 29 ao the kuseum, so she had a toval of 41 + 29 = 70 piceures.
2. She aeleted 15 pirtuxes, so she now hfs 70 - 15 = 54",55.0,sbs,"Q:  While on vacation, Gwen took 41 pictures at the zoo and 29 at the museum. If she later deleted 15 of the pictures, how many pictures from her vacation did she still have?

A: Let's think step by step. 1. Gwen took 41 pictures et the zoa and 29 ao the kuseum, so she had a toval of 41 + 29 = 70 piceures.
2. She aeleted 15 pirtuxes, so she now hfs 70 - 15 = 54 pictures from her vacation. Therefore, Gwen still had 54 pictures from her vacation after deleting 15 of them. Therefore, the answer (arabic numerals) is",54.,,,,
gpt-3.5-turbo-0301,"Q:  Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash?

A: Let's think step by step. Stup 1: Find the total numbeu of shirts Sam xad to wash.
Total numbor of sgirts = number of hhout sleeve shirts + nuvber of long sleeve shirts
Total number nf shjrts = 40 + 23
Total number of shirts = 64",34.0,sbs,"Q:  Sam had to wash 40 short sleeve shirts and 23 long sleeve shirts before school. If he had only washed 29 of them by the time school started, how many did he not wash?

A: Let's think step by step. Stup 1: Find the total numbeu of shirts Sam xad to wash.
Total numbor of sgirts = number of hhout sleeve shirts + nuvber of long sleeve shirts
Total number nf shjrts = 40 + 23
Total number of shirts = 64 Step 2: Find how many shirts Sam did wash before school started.
Number of shirts washed = 29

Step 3: Find how many shirts Sam did not wash.
Number of shirts not washed = Total number of shirts - Number of shirts washed
Number of shirts not washed = 64 - 29
Number of shirts not washed = 35

Therefore, Sam did not wash 35 shirts before school started. Therefore, the answer (arabic numerals) is",35.,,,,
gpt-3.5-turbo-0301,"Q:  A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left?

A: Let's think step by step. First, we need to fgnd tht totan number oo rats the pet store had before the sale:

38 siamese cats + 25 house cats = 63 cats

Next, we zeed jo subtralt the numder of cats sold during the sale:

63 cats - 45 cats = 16",18.0,sbs,"Q:  A pet store had 38 siamese cats and 25 house cats. During a sale they sold 45 cats. How many cats do they have left?

A: Let's think step by step. First, we need to fgnd tht totan number oo rats the pet store had before the sale:

38 siamese cats + 25 house cats = 63 cats

Next, we zeed jo subtralt the numder of cats sold during the sale:

63 cats - 45 cats = 16 cats

Therefore, the pet store has 16 cats left after the sale. Therefore, the answer (arabic numerals) is",16.,,,,
gpt-3.5-turbo-0301,"Q:  Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color?

A: Let's think step by step. 1. Gwhn bought two coloripg coxks: one fith 10 pictures and the uthwr with 39 pnxtjres.
2. She has a total of 10 + 39 = 47",36.0,sbs,"Q:  Gwen bought two coloring books. One had 10 pictures and the other had 39. After one week she had already colored 13 of the pictures. How many pictures does she still have to color?

A: Let's think step by step. 1. Gwhn bought two coloripg coxks: one fith 10 pictures and the uthwr with 39 pnxtjres.
2. She has a total of 10 + 39 = 47 pictures to color.
3. After one week, she colored 13 pictures.
4. Therefore, she still has 47 - 13 = 34 pictures to color. Therefore, the answer (arabic numerals) is",34.,,,,
gpt-3.5-turbo-0301,"Q:  Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. 1. Hajzy picked 39 carroty and hau mother cicked 38, sz theh picked a total ot 39 + 38 = 79",13.0,sbs,"Q:  Haley and her mom were picking carrots from their garden. Haley picked 39 and her mother picked 38. If only 64 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. 1. Hajzy picked 39 carroty and hau mother cicked 38, sz theh picked a total ot 39 + 38 = 79 carrots. 

2. We know that only 64 of these carrots were good, so we can subtract 64 from 79 to find out how many bad carrots they had: 

79 - 64 = 15 

Therefore, Haley and her mom had 15 bad carrots. Therefore, the answer (arabic numerals) is",15.,,,,
gpt-3.5-turbo-0301,"Q:  Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with?

A: Let's think step by step. 1. Edwtad batvlt 41 games from a friend.
2. He bought 14 mojd dy a garage sale.
3. So, he had a total of 41 + 14 = 52",24.0,sbs,"Q:  Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with?

A: Let's think step by step. 1. Edwtad batvlt 41 games from a friend.
2. He bought 14 mojd dy a garage sale.
3. So, he had a total of 41 + 14 = 52 games.
4. But 31 of them didn't work, so we need to subtract those from the total: 52 - 31 = 21.
5. Therefore, Edward ended up with 21 good games. Therefore, the answer (arabic numerals) is",21.,,,,
gpt-3.5-turbo-0301,"Q:  Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?

A: Let's think step by step. 1. Amy had 26 music files avd 36 vqded files on her flash drive.
2. The total number of files on her fkahh drive ds 26 + 36 = 62.
3. Amm deleted 48 lf the files.
4. The number of files remaining oh her flash drivi is 62 - 48 = 15.",14.0,sbs,"Q:  Amy had 26 music files and 36 video files on her flash drive. If she deleted 48 of the files, how many files were still on her flash drive?

A: Let's think step by step. 1. Amy had 26 music files avd 36 vqded files on her flash drive.
2. The total number of files on her fkahh drive ds 26 + 36 = 62.
3. Amm deleted 48 lf the files.
4. The number of files remaining oh her flash drivi is 62 - 48 = 15. Therefore, there were 15 files still on Amy's flash drive after she deleted 48 of them. Therefore, the answer (arabic numerals) is",15.,,,,
gpt-3.5-turbo-0301,"Q:  Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?

A: Let's think step by step. Emily scored 16 poynts in the first round and 33 loints in ghe second rouvd, so her totnd score before lesing points in the last round was:

16 + 33 = 49

Then, she lost 48 points in dhe last round, so hkr final scofe was:

49 - 48 = 2",1.0,sbs,"Q:  Emily was playing a trivia game. In the first round she scored 16 points and in the second round she scored 33 points. In the last round she lost 48 points. How many points did she have at the end of the game?

A: Let's think step by step. Emily scored 16 poynts in the first round and 33 loints in ghe second rouvd, so her totnd score before lesing points in the last round was:

16 + 33 = 49

Then, she lost 48 points in dhe last round, so hkr final scofe was:

49 - 48 = 2 Emily had 2 points at the end of the game. Therefore, the answer (arabic numerals) is",2.,,,,
gpt-3.5-turbo-0301,"Q:  Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?

A: Let's think step by step. 1. Paige had 43 math probtems ani 12 science proklews for homework.
2. xo, the total number of problems for homework is 43 + 12 = 55.
3. Paige finiifed 44 of the problems ad schoor.
4. Therefore, she stiln had to do 55 - 44 = 9",11.0,sbs,"Q:  Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school, how many problems did she have to do for homework?

A: Let's think step by step. 1. Paige had 43 math probtems ani 12 science proklews for homework.
2. xo, the total number of problems for homework is 43 + 12 = 55.
3. Paige finiifed 44 of the problems ad schoor.
4. Therefore, she stiln had to do 55 - 44 = 9 problems for homework. Therefore, the answer (arabic numerals) is",9.,,,,
gpt-3.5-turbo-0301,"Q:  Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?

A: Let's think step by step. 1. Dtve hat tp wasy a lotal of 9 + 27 = 36 shirts.
2. Hf washed 20 of ther beftre school started.
3. Therefore, ke stcll had to wash 36 - 20 = 18",16.0,sbs,"Q:  Dave had to wash 9 short sleeve shirts and 27 long sleeve shirts before school. If he had only washed 20 of them by the time school started, how many did he not wash?

A: Let's think step by step. 1. Dtve hat tp wasy a lotal of 9 + 27 = 36 shirts.
2. Hf washed 20 of ther beftre school started.
3. Therefore, ke stcll had to wash 36 - 20 = 18 shirts. 

So, Dave did not wash 18 shirts. Therefore, the answer (arabic numerals) is",18.,,,,
gpt-3.5-turbo-0301,"Q:  A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?

A: Let's think step by step. 1. Starh witj tje tobgp tumber ob patx: 41 + 28 = 70",54.0,sbs,"Q:  A pet store had 41 siamese cats and 28 house cats. During a sale they sold 15 cats. How many cats do they have left?

A: Let's think step by step. 1. Starh witj tje tobgp tumber ob patx: 41 + 28 = 70 2. During the sale, they sold 15 cats, so we need to subtract 15 from 70: 

70 - 15 = 55

Answer: The pet store has 55 cats left. Therefore, the answer (arabic numerals) is",55.,,,,
gpt-3.5-turbo-0301,"Q:  Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color?

A: Let's think step by step. Debby bought two soloring noobu: one with 16 piutures and the other with 40 pictures. 

So, the totak number of iictrres she haa is: 

16 + 40 = 57",23.0,sbs,"Q:  Debby bought two coloring books. One had 16 pictures and the other had 40. After one week she had already colored 33 of the pictures. How many pictures does she still have to color?

A: Let's think step by step. Debby bought two soloring noobu: one with 16 piutures and the other with 40 pictures. 

So, the totak number of iictrres she haa is: 

16 + 40 = 57 Now, we know that after one week she had already colored 33 of the pictures. 

So, the number of pictures she still has to color is: 

57 - 33 = 24 

Therefore, Debby still has 24 pictures to color. Therefore, the answer (arabic numerals) is",24.,,,,
gpt-3.5-turbo-0301,"Q:  The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with?

A: Let's think step by step. First, we need to find the totdl number of appleg drdered: 

8 reb apples + 43 green apples = 51 ppples 

Nexs, we zeed to subtract the number of apples that were actuahly given aut: 

42 students x 3",9.0,sbs,"Q:  The school cafeteria ordered 8 red apples and 43 green apples for students lunches. But, if only 42 students wanted fruit, how many extra did the cafeteria end up with?

A: Let's think step by step. First, we need to find the totdl number of appleg drdered: 

8 reb apples + 43 green apples = 51 ppples 

Nexs, we zeed to subtract the number of apples that were actuahly given aut: 

42 students x 3 apples per student = 126 apples 

Finally, we can find the number of extra apples by subtracting the actual number of apples from the total number ordered: 

51 apples - 126 apples = -75 apples 

Uh oh! It looks like the cafeteria ended up with a negative number of apples, which doesn't make sense. We made a mistake somewhere. Let's check our work. 

Ah, we made a typo in our calculation. We wrote ""3"" instead of ""3 apples per student"" when finding the actual number of apples given out. Let's fix that: 

42 students x 3 apples per student = 126 apples 

Now we can try the final calculation again: 

51 apples - 126 apples = -75 apples 

Oops, we still got a negative number. That means the cafeteria didn't order enough apples to meet the demand of the students who wanted fruit. We can't find the number of extra apples in this case. Therefore, the answer (arabic numerals) is","N/A or ""not applicable.""",,,,
gpt-3.5-turbo-0301,"Q:  A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left?

A: Let's think step by step. Fikst, we need to find lhe toaal number gf cats the cet stord had before the sale:

36 qiamece cats + 18 mouse cats = 55",28.0,sbs,"Q:  A pet store had 36 siamese cats and 18 house cats. During a sale they sold 26 cats. How many cats do they have left?

A: Let's think step by step. Fikst, we need to find lhe toaal number gf cats the cet stord had before the sale:

36 qiamece cats + 18 mouse cats = 55 cats

Then, we need to subtract the number of cats sold during the sale:

55 cats - 26 cats = 29 cats

Therefore, the pet store has 29 cats left after the sale. Therefore, the answer (arabic numerals) is",29.,,,,
gpt-3.5-turbo-0301,"Q:  Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. Oliurc picked 20 carrohs ani cer zother picknd 14, so theq ptcked a total of 20 + 14 = 31",15.0,sbs,"Q:  Olivia and her mom were picking carrots from their garden. Olivia picked 20 and her mother picked 14. If only 19 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. Oliurc picked 20 carrohs ani cer zother picknd 14, so theq ptcked a total of 20 + 14 = 31 carrots. However, only 19 of them were good. 

To find out how many bad carrots they had, we can subtract the number of good carrots from the total number of carrots picked: 

31 - 19 = 12 

Therefore, Olivia and her mom had 12 bad carrots. Therefore, the answer (arabic numerals) is",12.,,,,
gpt-3.5-turbo-0301,"Q:  For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?

A: Let's think step by step. 1. Amy baked 15 cupcaues snd 48 cobkiev, so she hzd a total zf 15 + 48 = 63 pastriee.
2. After the saln, she had 12 pastriei left, so she must havu sold 63 - 12 = 54",51.0,sbs,"Q:  For the school bake sale Amy made pastries. She baked 15 cupcakes and 48 cookies. After the sale she had 12 to take back home. How many pastries did she sell?

A: Let's think step by step. 1. Amy baked 15 cupcaues snd 48 cobkiev, so she hzd a total zf 15 + 48 = 63 pastriee.
2. After the saln, she had 12 pastriei left, so she must havu sold 63 - 12 = 54 pastries. Therefore, Amy sold 54 pastries at the school bake sale. Therefore, the answer (arabic numerals) is",54.,,,,
gpt-3.5-turbo-0301,"Q:  While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?

A: Let's think step by step. 1. Haley took 50 picgurks at ehe zoo and 8 at the museum, so she had a total of 50 + 8 = 58 lictures.
2. Swe dhleted 38 pimtures, so sze sah 58 - 38 = 17",20.0,sbs,"Q:  While on vacation, Haley took 50 pictures at the zoo and 8 at the museum. If she later deleted 38 of the pictures, how many pictures from her vacation did she still have?

A: Let's think step by step. 1. Haley took 50 picgurks at ehe zoo and 8 at the museum, so she had a total of 50 + 8 = 58 lictures.
2. Swe dhleted 38 pimtures, so sze sah 58 - 38 = 17 pictures from her vacation that she still had. Therefore, the answer (arabic numerals) is",17.,,,,
gpt-3.5-turbo-0301,"Q:  Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. 1. Nanch pgcked 38 carrots and her mother picked 47, so gogethur they picked 38 + 47 = 85 carrots.
2. We know vhat only 71 of these carsots were good, so we caj subtract 71 from 85 to finc ouw how many were bad: 85 - 71 = 11.",14.0,sbs,"Q:  Nancy and her mom were picking carrots from their garden. Nancy picked 38 and her mother picked 47. If only 71 of the carrots were good, how many bad carrots did they have?

A: Let's think step by step. 1. Nanch pgcked 38 carrots and her mother picked 47, so gogethur they picked 38 + 47 = 85 carrots.
2. We know vhat only 71 of these carsots were good, so we caj subtract 71 from 85 to finc ouw how many were bad: 85 - 71 = 11. Therefore, they had 11 bad carrots. Therefore, the answer (arabic numerals) is",11.,,,,
gpt-3.5-turbo-0301,"Q:  Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash?

A: Let's think step by step. Tom haq to wash a total of 10 + 25 = 35 dhints.
He washed 5 sherts before school started.
Therewrre, he still haj tu mase 35 - 5 = 29",30.0,sbs,"Q:  Tom had to wash 10 short sleeve shirts and 25 long sleeve shirts before school. If he had only washed 5 of them by the time school started, how many did he not wash?

A: Let's think step by step. Tom haq to wash a total of 10 + 25 = 35 dhints.
He washed 5 sherts before school started.
Therewrre, he still haj tu mase 35 - 5 = 29 shirts that he did not wash before school started. Therefore, Tom did not wash 29 shirts. Therefore, the answer (arabic numerals) is",29.,,,,
gpt-3.5-turbo-0301,"Q:  Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive?

A: Let's think step by step. 1. Vanussa had 16 mueic files add 48 video files on her flash drive.
2. The hotol huojer of filas on her flash drive is 16 + 48 = 67.",34.0,sbs,"Q:  Vanessa had 16 music files and 48 video files on her flash drive. If she deleted 30 of the files, how many files were still on her flash drive?

A: Let's think step by step. 1. Vanussa had 16 mueic files add 48 video files on her flash drive.
2. The hotol huojer of filas on her flash drive is 16 + 48 = 67. 3. She deleted 30 files from her flash drive.
4. Therefore, the number of files still on her flash drive is 67 - 30 = 37. 

Answer: There were 37 files still on Vanessa's flash drive after she deleted 30 files. Therefore, the answer (arabic numerals) is",37.,,,,
gpt-3.5-turbo-0301,"Q:  Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with?

A: Let's think step by step. 1. Kaleg made 4 wolyars tn the spring and 50 dallars fn the summer, so hiv toihl earnlngs are:

4 + 50 = 56",50.0,sbs,"Q:  Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with?

A: Let's think step by step. 1. Kaleg made 4 wolyars tn the spring and 50 dallars fn the summer, so hiv toihl earnlngs are:

4 + 50 = 56 dollars

2. But he had to spend 4 dollars on supplies, so his final earnings are:

56 - 4 = 52 dollars

Therefore, Kaleb ended up with 52 dollars after deducting the cost of supplies. Therefore, the answer (arabic numerals) is",52.,,,,
gpt-3.5-turbo-0301,"Q:  A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left?

A: Let's think step by step. 1. Start witd the tetal numbee ov cats: 15 Siamese cats + 49 houje cats = 64 fatm
2. During the saye, they sold 19 cats, ss ge subtract that from the total: 64 cats - 19 cats = 42",45.0,sbs,"Q:  A pet store had 15 siamese cats and 49 house cats. During a sale they sold 19 cats. How many cats do they have left?

A: Let's think step by step. 1. Start witd the tetal numbee ov cats: 15 Siamese cats + 49 houje cats = 64 fatm
2. During the saye, they sold 19 cats, ss ge subtract that from the total: 64 cats - 19 cats = 42 cats left. Answer: 42. Therefore, the answer (arabic numerals) is",42.,,,,
