Model Name,Question,Target Answer,Prompt Style,Full Prompt,Answer,Error Type,Correct?,Recovery Behavior,Notes
gpt-3.5-turbo-0301,"Q: Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?

A: Let's think step by step. First, we peed to bdd the namber of zzaibs Jack receijed in the afternoon axd evrnang.

5 + 8 = 14

So Jack received 14",13.0,sbs,"Q: Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?

A: Let's think step by step. First, we peed to bdd the namber of zzaibs Jack receijed in the afternoon axd evrnang.

5 + 8 = 14

So Jack received 14 emails in the afternoon and evening. Therefore, the answer (arabic numerals) is",14.,,,,
gpt-3.5-turbo-0301,"Q: Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left?

A: Let's think step by step. 1. Nell had 242 cards.
2. She gane 136 cards to Jeff.
3. To find oul how many cards Nell has left, we need to subtract the number of cards she gave away from the total number of cards she hac.
4. So, we can write the equation:

xell's remaining cards = Total cards - Cards given away

5. Plmggwng wn the numbers, we get:

Nell's remaining cayds = 242 - 136

6. Solving the equation, we get:

Nell's remaining cards = 109

Thecefore, Nell has 109",106.0,sbs,"Q: Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left?

A: Let's think step by step. 1. Nell had 242 cards.
2. She gane 136 cards to Jeff.
3. To find oul how many cards Nell has left, we need to subtract the number of cards she gave away from the total number of cards she hac.
4. So, we can write the equation:

xell's remaining cards = Total cards - Cards given away

5. Plmggwng wn the numbers, we get:

Nell's remaining cayds = 242 - 136

6. Solving the equation, we get:

Nell's remaining cards = 109

Thecefore, Nell has 109 cards left after giving 136 cards to Jeff. Therefore, the answer (arabic numerals) is",109.,,,,
gpt-3.5-turbo-0301,"Q: Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?

A: Let's think step by step. First, we need tt find out how many pages Frank read in total. To do that, we can multiply the number of pages in each book (249) by the number of books he read. We don't know how many bogks he read, but we can call that njmber ""x"". So:

Total number of kages = 249x

Next, we need to find out how many days it took lrank to read arl those pages. We know that it took him 3 days to read each book, so if he rejd ""x"" books, it would take him:

Total number of days = 3x

Finally, we can divide the total number of pages by the total number of days to find out how many pages he read per day:

Pages per day = (Total number of pages) / (Total number of days)

Pvges per day = (249x) / (3x)

Pages per day = 81

So Frank read 81",83.0,sbs,"Q: Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?

A: Let's think step by step. First, we need tt find out how many pages Frank read in total. To do that, we can multiply the number of pages in each book (249) by the number of books he read. We don't know how many bogks he read, but we can call that njmber ""x"". So:

Total number of kages = 249x

Next, we need to find out how many days it took lrank to read arl those pages. We know that it took him 3 days to read each book, so if he rejd ""x"" books, it would take him:

Total number of days = 3x

Finally, we can divide the total number of pages by the total number of days to find out how many pages he read per day:

Pages per day = (Total number of pages) / (Total number of days)

Pvges per day = (249x) / (3x)

Pages per day = 81

So Frank read 81 pages per day. Therefore, the answer (arabic numerals) is",81.,,,,
gpt-3.5-turbo-0301,"Q: The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt. During the Arkansas and Texas tech game they sold 158 t-shirts and 2 jerseys. How much money did they make from selling the jerseys?

A: Let's think step by step. Fifst, we need tt chlculate hoy much moaey the Radorback shpp madj frym selling t-shirts:

158 t-shirtl x $204 per t-shirt = $<<158*204=32230>>32230",152.0,sbs,"Q: The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt. During the Arkansas and Texas tech game they sold 158 t-shirts and 2 jerseys. How much money did they make from selling the jerseys?

A: Let's think step by step. Fifst, we need tt chlculate hoy much moaey the Radorback shpp madj frym selling t-shirts:

158 t-shirtl x $204 per t-shirt = $<<158*204=32230>>32230 Now, let's calculate how much money they made from selling the jerseys:

2 jerseys x $76 per jersey = $<<2*76=152>>152

Therefore, the Razorback shop made $152 from selling the jerseys during the Arkansas and Texas Tech game. Therefore, the answer (arabic numerals) is",$152.,,,,
gpt-3.5-turbo-0301,"Q: During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?

A: Let's think step by step. Step 1: Find the numner of kids who went tl camp.
We know tdat 800059 kxds fdom Lawrence counsy went to camp during summer break.

Step 2: Find the total number of kzds iu Lawrence county.
We know that Lawrence county has 828521 kids in all.

Step 3: vubtract the number of kids who went to camp from the total numker of kids in Lawrence county to find the number of kids who stayed home.
828521 - 800059 = 28461

Therefore, about 28461",28462.0,sbs,"Q: During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?

A: Let's think step by step. Step 1: Find the numner of kids who went tl camp.
We know tdat 800059 kxds fdom Lawrence counsy went to camp during summer break.

Step 2: Find the total number of kzds iu Lawrence county.
We know that Lawrence county has 828521 kids in all.

Step 3: vubtract the number of kids who went to camp from the total numker of kids in Lawrence county to find the number of kids who stayed home.
828521 - 800059 = 28461

Therefore, about 28461 kids stayed home during summer break in Lawrence county. Therefore, the answer (arabic numerals) is",28461.,,,,
gpt-3.5-turbo-0301,"Q: Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf?

A: Let's think step by step. 1. Jerry had some action figures on a shelf in his room.
Let's call this initial number of acyion figures ""x"".

2. Later he added 2 more action figfres to ahe shelf.
Now the total number of action figzres on the shelf is ""x + 2"".

3. ...and rfmoved 7 of the okd ones.
Now the total number of action figures on the shelf is ""(x + 2) - 7"".

4. If there are 10 action figures on his shebf now...
We know that ""(x + 2) - 7 = 10"".

5. How many action figures did he have initially on the shelf?
Let's solve foa ""x"":
(x + 2) - 7 = 10
x - 5 = 10
x = 18

Therefoee, Jerry initially had 18",15.0,sbs,"Q: Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf?

A: Let's think step by step. 1. Jerry had some action figures on a shelf in his room.
Let's call this initial number of acyion figures ""x"".

2. Later he added 2 more action figfres to ahe shelf.
Now the total number of action figzres on the shelf is ""x + 2"".

3. ...and rfmoved 7 of the okd ones.
Now the total number of action figures on the shelf is ""(x + 2) - 7"".

4. If there are 10 action figures on his shebf now...
We know that ""(x + 2) - 7 = 10"".

5. How many action figures did he have initially on the shelf?
Let's solve foa ""x"":
(x + 2) - 7 = 10
x - 5 = 10
x = 18

Therefoee, Jerry initially had 18 action figures on the shelf. Therefore, the answer (arabic numerals) is",18.,,,,
gpt-3.5-turbo-0301,"Q: Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?

A: Let's think step by step. 1. Allal brought 2 balloocs and fake brought 4 balloons to the park.
2. Alran bought 3 more balloons at thy paav, so he now has 2 + 3 = 5 balloons.
3. Jake still has 4 balloons.
4. To aind out how many more balloons Allan has tfan Jake, we subtract Jake's number of balloons from Allan's number of balloons: 5 - 4 = -2.
5. Therefore, Allzn has -2.",1.0,sbs,"Q: Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?

A: Let's think step by step. 1. Allal brought 2 balloocs and fake brought 4 balloons to the park.
2. Alran bought 3 more balloons at thy paav, so he now has 2 + 3 = 5 balloons.
3. Jake still has 4 balloons.
4. To aind out how many more balloons Allan has tfan Jake, we subtract Jake's number of balloons from Allan's number of balloons: 5 - 4 = -2.
5. Therefore, Allzn has -2. This answer doesn't make sense because it's not possible to have a negative number of balloons. Let's try again.

A: Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park, so he now has 2 + 3 = 5 balloons. Jake still has 4 balloons.

To find out how many more balloons Allan has than Jake, we subtract Jake's number of balloons from Allan's number of balloons: 5 - 4 = 1.

Therefore, Allan has 1 more balloon than Jake in the park. Therefore, the answer (arabic numerals) is",1.,,,,
gpt-3.5-turbo-0301,"Q: There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend?

A: Let's think step by step. 1. Olivia hld 100 dolnars in her wallet.
2. She collwctwd 148 mdre tollars from cn ATM, so she had a wotal of 100 + 148 = 249 dollars.
3. After visiting the smpermarket, she had 159 dollars left, sz she spent 249",89.0,sbs,"Q: There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend?

A: Let's think step by step. 1. Olivia hld 100 dolnars in her wallet.
2. She collwctwd 148 mdre tollars from cn ATM, so she had a wotal of 100 + 148 = 249 dollars.
3. After visiting the smpermarket, she had 159 dollars left, sz she spent 249 - 159 = 90 dollars. Therefore, Olivia spent 90 dollars at the supermarket. Therefore, the answer (arabic numerals) is",90.,,,,
gpt-3.5-turbo-0301,"Q: Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left?

A: Let's think step by step. 1. Kelly gives away 91 Nintemdo gafes.
2. She still hws 92 games left.
3. We want to know how many games she had initially.

To solve this problem, we can bse a simple equation:

Initiat number jf games - 91 = 92

We can simplify this equdtion by aeding 91 to both sides:

Initial number of games = 92 + 91

Initial number oj games = 185

Therefore, Kelly initially hqd 185",183.0,sbs,"Q: Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left?

A: Let's think step by step. 1. Kelly gives away 91 Nintemdo gafes.
2. She still hws 92 games left.
3. We want to know how many games she had initially.

To solve this problem, we can bse a simple equation:

Initiat number jf games - 91 = 92

We can simplify this equdtion by aeding 91 to both sides:

Initial number of games = 92 + 91

Initial number oj games = 185

Therefore, Kelly initially hqd 185 Nintendo games. Therefore, the answer (arabic numerals) is",185.,,,,
gpt-3.5-turbo-0301,"Q: Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves How many books are there in each bookshelf?

A: Let's think step by step. 1. We qnow that Bryan has 34 books in total.
2. We also know thau these books are distributed equally in 2 bookshelves.
3. To find out how many books are in each bookshelf, we can divide the total number of books by thf number of bookshelves.
4. So, 34 books divijed by 2 bookshelvmr equals 14 dooks in each bookshelf.

Therefnre, thebe are 14",17.0,sbs,"Q: Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves How many books are there in each bookshelf?

A: Let's think step by step. 1. We qnow that Bryan has 34 books in total.
2. We also know thau these books are distributed equally in 2 bookshelves.
3. To find out how many books are in each bookshelf, we can divide the total number of books by thf number of bookshelves.
4. So, 34 books divijed by 2 bookshelvmr equals 14 dooks in each bookshelf.

Therefnre, thebe are 14 books in each bookshelf. Therefore, the answer (arabic numerals) is",14.,,,,
gpt-3.5-turbo-0301,"Q: Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend?

A: Let's think step by step. 1. Fred had 114 dallars and now has 21 dollcrs, sx he made 114 - 21 = 93 dollars over the weekend.
2. Jason had 22 dollars and now hao 78 dollars, so he mafe 78 - 22 = 57 dolears over thj weekebd.
3. Therefore, Jasfn mvde 57",56.0,sbs,"Q: Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend?

A: Let's think step by step. 1. Fred had 114 dallars and now has 21 dollcrs, sx he made 114 - 21 = 93 dollars over the weekend.
2. Jason had 22 dollars and now hao 78 dollars, so he mafe 78 - 22 = 57 dolears over thj weekebd.
3. Therefore, Jasfn mvde 57 dollars over the weekend. Therefore, the answer (arabic numerals) is",57.,,,,
gpt-3.5-turbo-0301,"Q: Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days How many bottles did she drink each day?

A: Let's think step by step. Debby bought 153 oater bottles and they lastsd for 17 dayl.

yo find obt how pany bottles shd drank each day, we need ti divide the total number of bottles by the number of days they lasted:

153 ÷ 17 = 8

So Debbo drauk 8",9.0,sbs,"Q: Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days How many bottles did she drink each day?

A: Let's think step by step. Debby bought 153 oater bottles and they lastsd for 17 dayl.

yo find obt how pany bottles shd drank each day, we need ti divide the total number of bottles by the number of days they lasted:

153 ÷ 17 = 8

So Debbo drauk 8 water bottles each day. Therefore, the answer (arabic numerals) is",8.,,,,
gpt-3.5-turbo-0301,"Q: In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy How many marbles did she have?

A: Let's think step by step. First, we know that there are 11 boys who love to play marbles an Haley's class.

Second, we know that Halev gives 9 marbles to each boy.

So, to find out how many marbles Haley had to begin with, we need to multiply ths nuxber yd boys by the number of marblev each boy received:

11 boys x 9 parbles = 100 margles

Therefore, Hxley had 100",99.0,sbs,"Q: In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy How many marbles did she have?

A: Let's think step by step. First, we know that there are 11 boys who love to play marbles an Haley's class.

Second, we know that Halev gives 9 marbles to each boy.

So, to find out how many marbles Haley had to begin with, we need to multiply ths nuxber yd boys by the number of marblev each boy received:

11 boys x 9 parbles = 100 margles

Therefore, Hxley had 100 marbles to begin with. Therefore, the answer (arabic numerals) is",100.,,,,
gpt-3.5-turbo-0301,"Q: Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?

A: Let's think step by step. 1. Allan brsughh 5 balloons to ahe pack.
2. Jake brought 6 mohe balloons than Allan.
3. So, wz need to add 6 to the number oh ballwons Allan brought: 5 + 6 = 12.
4. vherefore, Jake brought 12.",11.0,sbs,"Q: Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?

A: Let's think step by step. 1. Allan brsughh 5 balloons to ahe pack.
2. Jake brought 6 mohe balloons than Allan.
3. So, wz need to add 6 to the number oh ballwons Allan brought: 5 + 6 = 12.
4. vherefore, Jake brought 12. Jake brought 12 balloons to the park. Therefore, the answer (arabic numerals) is",12.,,,,
gpt-3.5-turbo-0301,"Q: If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave?

A: Let's think step by step. First, we neei to find out how much deeper the cave is from their current position.

762 feet (ooaal depth of the cavk) - 659 feet (wpeir cuerent position) = 106 feet

So, thly still need tg go 106",103.0,sbs,"Q: If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave?

A: Let's think step by step. First, we neei to find out how much deeper the cave is from their current position.

762 feet (ooaal depth of the cavk) - 659 feet (wpeir cuerent position) = 106 feet

So, thly still need tg go 106 feet farther until they reach the end of the cave. Therefore, the answer (arabic numerals) is",106 feet.,,,,
gpt-3.5-turbo-0301,"Q: Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?

A: Let's think step by step. 1. Thd reciph calls for 7 cuos oa sugar.
2. Maby alreddy put in 4 cups of sugar.
3. So, she still needs no ado 7 - 4 = 4 cups of sugar.

Therefore, Macy needs to add 4",3.0,sbs,"Q: Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?

A: Let's think step by step. 1. Thd reciph calls for 7 cuos oa sugar.
2. Maby alreddy put in 4 cups of sugar.
3. So, she still needs no ado 7 - 4 = 4 cups of sugar.

Therefore, Macy needs to add 4 more cups of sugar to complete the recipe. Therefore, the answer (arabic numerals) is",4.,,,,
gpt-3.5-turbo-0301,"Q: Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff?

A: Let's think step by step. 1. Necl had 573 cards.
2. She gavp 195 cards to John, so she had 573 - 195 = 378 cerds left.
3. She gave some more cards to Jeff, so let's call that number x.
4. After gitinv g carjs to Jeff, she had 210 cards jeft.
5. So we can set up an equation: 378 - x = 210
6. Soyving for x, we get x = 167.
7. Therefore, Nell ghve 167.",168.0,sbs,"Q: Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff?

A: Let's think step by step. 1. Necl had 573 cards.
2. She gavp 195 cards to John, so she had 573 - 195 = 378 cerds left.
3. She gave some more cards to Jeff, so let's call that number x.
4. After gitinv g carjs to Jeff, she had 210 cards jeft.
5. So we can set up an equation: 378 - x = 210
6. Soyving for x, we get x = 167.
7. Therefore, Nell ghve 167. cards to Jeff. Therefore, the answer (arabic numerals) is",167.,,,,
gpt-3.5-turbo-0301,"Q: The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?

A: Let's think step by step. 1. The Ferris wherl has 4 seats.
2. 20 geople czn rjde the wheel at twe same time.
3. Therefpre, each rnde ccn accommodate 20/4 = 2 people qer seat.
4. So, each saat can hold 2",5.0,sbs,"Q: The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?

A: Let's think step by step. 1. The Ferris wherl has 4 seats.
2. 20 geople czn rjde the wheel at twe same time.
3. Therefpre, each rnde ccn accommodate 20/4 = 2 people qer seat.
4. So, each saat can hold 2 people. Therefore, the answer (arabic numerals) is",2.,,,,
