Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,Correct?,Error Type,Recovery Behavior,Notes
"Q: Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left?

A: Let's think step by step. 1. Nell had 242 cards.
2. She gave 136 cards to Jeff.
3. To find out how many cards Nell has left, we need to subtract the number of cards she gave away from the total number of cards she had.
4. So, we can write the equation: 

Nell's remaining cards = Total cards - Cards given away 

5. Plugging in the numbers, we get: 

Nell's remaining cards = 242 - 136 

6. Solving the equation, we get: 

Nell's remaining cards = 109 

Therefore, Nell has 109",106,gpt-3.5-turbo-0301,sbs,"Q: Nell collects baseball cards. She had 242 cards. She gave 136 of her cards to Jeff. How many cards does Nell have left?

A: Let's think step by step. 1. Nell had 242 cards.
2. She gave 136 cards to Jeff.
3. To find out how many cards Nell has left, we need to subtract the number of cards she gave away from the total number of cards she had.
4. So, we can write the equation: 

Nell's remaining cards = Total cards - Cards given away 

5. Plugging in the numbers, we get: 

Nell's remaining cards = 242 - 136 

6. Solving the equation, we get: 

Nell's remaining cards = 109 

Therefore, Nell has 109 cards left after giving 136 cards to Jeff. Therefore, the answer (arabic numerals) is",109,FALSE,calculation,,
"Q: Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?

A: Let's think step by step. First, we need to find out how many pages Frank read in total. To do that, we can multiply the number of pages in each book (249) by the number of books he read. We don't know how many books he read, but we can call that number ""x"". So:

Total number of pages = 249x

Next, we need to find out how many days it took Frank to read all those pages. We know that it took him 3 days to read each book, so if he read ""x"" books, it would take him:

Total number of days = 3x

Finally, we can divide the total number of pages by the total number of days to find out how many pages he read per day:

Pages per day = (Total number of pages) / (Total number of days)

Pages per day = (249x) / (3x)

Pages per day = 81

So Frank read 81",83,gpt-3.5-turbo-0301,sbs,"Q: Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?

A: Let's think step by step. First, we need to find out how many pages Frank read in total. To do that, we can multiply the number of pages in each book (249) by the number of books he read. We don't know how many books he read, but we can call that number ""x"". So:

Total number of pages = 249x

Next, we need to find out how many days it took Frank to read all those pages. We know that it took him 3 days to read each book, so if he read ""x"" books, it would take him:

Total number of days = 3x

Finally, we can divide the total number of pages by the total number of days to find out how many pages he read per day:

Pages per day = (Total number of pages) / (Total number of days)

Pages per day = (249x) / (3x)

Pages per day = 81

So Frank read 81 pages per day. Therefore, the answer (arabic numerals) is",81,FALSE,calculation,,
"Q: The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt. During the Arkansas and Texas tech game they sold 158 t-shirts and 2 jerseys. How much money did they make from selling the jerseys?

A: Let's think step by step. First, we need to calculate how much money the Razorback shop made from selling t-shirts:

158 t-shirts x $204 per t-shirt = $<<158*204=32230>>32230",152,gpt-3.5-turbo-0301,sbs,"Q: The Razorback shop makes $ 76 dollars off each jersey and $ 204 off each t-shirt. During the Arkansas and Texas tech game they sold 158 t-shirts and 2 jerseys. How much money did they make from selling the jerseys?

A: Let's think step by step. First, we need to calculate how much money the Razorback shop made from selling t-shirts:

158 t-shirts x $204 per t-shirt = $<<158*204=32230>>32230 Next, we need to calculate how much money the Razorback shop made from selling jerseys:

2 jerseys x $76 per jersey = $<<2*76=152>>152

Therefore, the Razorback shop made $152 from selling the jerseys during the Arkansas and Texas tech game. Therefore, the answer (arabic numerals) is",$152.00 ,TRUE,calculation,complete hallucination,
"Q: During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?

A: Let's think step by step. Step 1: Find the number of kids who went to camp.
We know that 800059 kids from Lawrence county went to camp during summer break.

Step 2: Find the total number of kids in Lawrence county.
We know that Lawrence county has 828521 kids in all.

Step 3: Subtract the number of kids who went to camp from the total number of kids in Lawrence county to find the number of kids who stayed home.
828521 - 800059 = 28461

Therefore, about 28461",28462,gpt-3.5-turbo-0301,sbs,"Q: During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?

A: Let's think step by step. Step 1: Find the number of kids who went to camp.
We know that 800059 kids from Lawrence county went to camp during summer break.

Step 2: Find the total number of kids in Lawrence county.
We know that Lawrence county has 828521 kids in all.

Step 3: Subtract the number of kids who went to camp from the total number of kids in Lawrence county to find the number of kids who stayed home.
828521 - 800059 = 28461

Therefore, about 28461 kids stayed home during summer break in Lawrence county. Therefore, the answer (arabic numerals) is",28461,FALSE,calculation,,
"Q: Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf?

A: Let's think step by step. 1. Jerry had some action figures on a shelf in his room.
Let's call this initial number of action figures ""x"".

2. Later he added 2 more action figures to the shelf.
Now the total number of action figures on the shelf is ""x + 2"".

3. ...and removed 7 of the old ones.
Now the total number of action figures on the shelf is ""(x + 2) - 7"".

4. If there are 10 action figures on his shelf now...
We know that ""(x + 2) - 7 = 10"".

5. How many action figures did he have initially on the shelf?
Let's solve for ""x"":
(x + 2) - 7 = 10
x - 5 = 10
x = 18

Therefore, Jerry initially had 18",15,gpt-3.5-turbo-0301,sbs,"Q: Jerry had some action figures on a shelf in his room. Later he added 2 more action figures to the shelf and removed 7 of the old ones. If there are 10 action figures on his shelf now How many action figures did he have initially on the shelf?

A: Let's think step by step. 1. Jerry had some action figures on a shelf in his room.
Let's call this initial number of action figures ""x"".

2. Later he added 2 more action figures to the shelf.
Now the total number of action figures on the shelf is ""x + 2"".

3. ...and removed 7 of the old ones.
Now the total number of action figures on the shelf is ""(x + 2) - 7"".

4. If there are 10 action figures on his shelf now...
We know that ""(x + 2) - 7 = 10"".

5. How many action figures did he have initially on the shelf?
Let's solve for ""x"":
(x + 2) - 7 = 10
x - 5 = 10
x = 18

Therefore, Jerry initially had 18 action figures on the shelf. Therefore, the answer (arabic numerals) is",18,FALSE,calculation,,
"Q: Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?

A: Let's think step by step. 1. Allan brought 2 balloons and Jake brought 4 balloons to the park.
2. Allan bought 3 more balloons at the park, so he now has 2 + 3 = 5 balloons.
3. Jake still has 4 balloons.
4. To find out how many more balloons Allan has than Jake, we subtract Jake's number of balloons from Allan's number of balloons: 5 - 4 = -2.
5. Therefore, Allan has -2.",1,gpt-3.5-turbo-0301,sbs,"Q: Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?

A: Let's think step by step. 1. Allan brought 2 balloons and Jake brought 4 balloons to the park.
2. Allan bought 3 more balloons at the park, so he now has 2 + 3 = 5 balloons.
3. Jake still has 4 balloons.
4. To find out how many more balloons Allan has than Jake, we subtract Jake's number of balloons from Allan's number of balloons: 5 - 4 = -2.
5. Therefore, Allan has -2. This answer doesn't make sense because we can't have negative balloons. Let's check our work. We made a mistake in step 4. We should have subtracted Allan's number of balloons from Jake's number of balloons to get the difference. So, the correct calculation is: 4 - 5 = -1. This means that Allan has 1 less balloon than Jake in the park. Therefore, the answer (arabic numerals) is",1,TRUE,calculation,explicitly identifies error,
"Q: There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend?

A: Let's think step by step. 1. Olivia had 100 dollars in her wallet.
2. She collected 148 more dollars from an ATM, so she had a total of 100 + 148 = 249 dollars.
3. After visiting the supermarket, she had 159 dollars left, so she spent 249",89,gpt-3.5-turbo-0301,sbs,"Q: There were 100 dollars in Olivia's wallet. She collected 148 more dollars from an atm. After she visited a supermarket there were 159 dollars left. How much did she spend?

A: Let's think step by step. 1. Olivia had 100 dollars in her wallet.
2. She collected 148 more dollars from an ATM, so she had a total of 100 + 148 = 249 dollars.
3. After visiting the supermarket, she had 159 dollars left, so she spent 249 - 159 = 90 dollars. Therefore, Olivia spent 90 dollars at the supermarket. Therefore, the answer (arabic numerals) is",90,FALSE,calculation,,
"Q: Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left?

A: Let's think step by step. 1. Kelly gives away 91 Nintendo games.
2. She still has 92 games left.
3. We want to know how many games she had initially.

To solve this problem, we can use a simple equation:

Initial number of games - 91 = 92

We can simplify this equation by adding 91 to both sides:

Initial number of games = 92 + 91

Initial number of games = 185

Therefore, Kelly initially had 185",183,gpt-3.5-turbo-0301,sbs,"Q: Kelly gives away 91 nintendo games. How many did she have initially if she still has 92 games left?

A: Let's think step by step. 1. Kelly gives away 91 Nintendo games.
2. She still has 92 games left.
3. We want to know how many games she had initially.

To solve this problem, we can use a simple equation:

Initial number of games - 91 = 92

We can simplify this equation by adding 91 to both sides:

Initial number of games = 92 + 91

Initial number of games = 185

Therefore, Kelly initially had 185 Nintendo games. Therefore, the answer (arabic numerals) is",185,FALSE,calculation,,
"Q: Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves How many books are there in each bookshelf?

A: Let's think step by step. 1. We know that Bryan has 34 books in total.
2. We also know that these books are distributed equally in 2 bookshelves.
3. To find out how many books are in each bookshelf, we can divide the total number of books by the number of bookshelves.
4. So, 34 books divided by 2 bookshelves equals 14 books in each bookshelf.

Therefore, there are 14",17,gpt-3.5-turbo-0301,sbs,"Q: Bryan took a look at his books as well. If he has 34 books distributed equally in 2 bookshelves How many books are there in each bookshelf?

A: Let's think step by step. 1. We know that Bryan has 34 books in total.
2. We also know that these books are distributed equally in 2 bookshelves.
3. To find out how many books are in each bookshelf, we can divide the total number of books by the number of bookshelves.
4. So, 34 books divided by 2 bookshelves equals 14 books in each bookshelf.

Therefore, there are 14 books in each bookshelf. Therefore, the answer (arabic numerals) is",14,FALSE,calculation,,
"Q: Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend?

A: Let's think step by step. 1. Fred had 114 dollars and now has 21 dollars, so he made 114 - 21 = 93 dollars over the weekend.
2. Jason had 22 dollars and now has 78 dollars, so he made 78 - 22 = 57 dollars over the weekend.
3. Therefore, Jason made 57",56,gpt-3.5-turbo-0301,sbs,"Q: Last week Fred had 114 dollars and Jason had 22 dollars. They washed cars over the weekend and now Fred has 21 dollars and Jason has 78 dollars. How much money did Jason make over the weekend?

A: Let's think step by step. 1. Fred had 114 dollars and now has 21 dollars, so he made 114 - 21 = 93 dollars over the weekend.
2. Jason had 22 dollars and now has 78 dollars, so he made 78 - 22 = 57 dollars over the weekend.
3. Therefore, Jason made 57 dollars over the weekend. Therefore, the answer (arabic numerals) is",57,FALSE,calculation,,
"Q: Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days How many bottles did she drink each day?

A: Let's think step by step. Debby bought 153 water bottles and they lasted for 17 days. 

To find out how many bottles she drank each day, we need to divide the total number of bottles by the number of days they lasted: 

153 ÷ 17 = 8 

So Debby drank 8",9,gpt-3.5-turbo-0301,sbs,"Q: Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 days How many bottles did she drink each day?

A: Let's think step by step. Debby bought 153 water bottles and they lasted for 17 days. 

To find out how many bottles she drank each day, we need to divide the total number of bottles by the number of days they lasted: 

153 ÷ 17 = 8 

So Debby drank 8 water bottles each day. Therefore, the answer (arabic numerals) is",8,FALSE,calculation,,
"Q: In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy How many marbles did she have?

A: Let's think step by step. First, we know that there are 11 boys who love to play marbles in Haley's class. 

Second, we know that Haley gives 9 marbles to each boy. 

So, to find out how many marbles Haley had to begin with, we need to multiply the number of boys by the number of marbles each boy received: 

11 boys x 9 marbles = 100 marbles 

Therefore, Haley had 100",99,gpt-3.5-turbo-0301,sbs,"Q: In Haley's class 11 are boys who love to play marbles. If Haley gives 9 marbles to each boy How many marbles did she have?

A: Let's think step by step. First, we know that there are 11 boys who love to play marbles in Haley's class. 

Second, we know that Haley gives 9 marbles to each boy. 

So, to find out how many marbles Haley had to begin with, we need to multiply the number of boys by the number of marbles each boy received: 

11 boys x 9 marbles = 100 marbles 

Therefore, Haley had 100 marbles to begin with. Therefore, the answer (arabic numerals) is",100,FALSE,calculation,,
"Q: Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?

A: Let's think step by step. 1. Allan brought 5 balloons to the park.
2. Jake brought 6 more balloons than Allan.
3. So, we need to add 6 to the number of balloons Allan brought: 5 + 6 = 12.
4. Therefore, Jake brought 12.",11,gpt-3.5-turbo-0301,sbs,"Q: Allan brought 5 balloons to the park. If Jake brought 6 more balloons than the number of balloons that Allan brought How many balloons did Jake bring to the park?

A: Let's think step by step. 1. Allan brought 5 balloons to the park.
2. Jake brought 6 more balloons than Allan.
3. So, we need to add 6 to the number of balloons Allan brought: 5 + 6 = 12.
4. Therefore, Jake brought 12. Jake brought 12 balloons to the park. Therefore, the answer (arabic numerals) is",12,FALSE,calculation,,
"Q: If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave?

A: Let's think step by step. First, we need to find out how much deeper the cave is from their current position. 

762 feet (total depth of the cave) - 659 feet (their current position) = 106 feet 

So, they still need to go 106",103,gpt-3.5-turbo-0301,sbs,"Q: If they are already at 659 feet and the cave is 762 feet deep How much farther until they reach the end of the cave?

A: Let's think step by step. First, we need to find out how much deeper the cave is from their current position. 

762 feet (total depth of the cave) - 659 feet (their current position) = 106 feet 

So, they still need to go 106 feet farther until they reach the end of the cave. Therefore, the answer (arabic numerals) is",106,FALSE,calculation,,
"Q: Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?

A: Let's think step by step. 1. The recipe calls for 7 cups of sugar.
2. Mary already put in 4 cups of sugar.
3. So, she still needs to add 7 - 4 = 4 cups of sugar. 

Therefore, Mary needs to add 4",3,gpt-3.5-turbo-0301,sbs,"Q: Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?

A: Let's think step by step. 1. The recipe calls for 7 cups of sugar.
2. Mary already put in 4 cups of sugar.
3. So, she still needs to add 7 - 4 = 4 cups of sugar. 

Therefore, Mary needs to add 4 more cups of sugar. Therefore, the answer (arabic numerals) is",4,FALSE,calculation,,
"Q: Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff?

A: Let's think step by step. 1. Nell had 573 cards.
2. She gave 195 cards to John, so she had 573 - 195 = 378 cards left.
3. She gave some more cards to Jeff, so let's call that number x.
4. After giving x cards to Jeff, she had 210 cards left.
5. So we can set up an equation: 378 - x = 210
6. Solving for x, we get x = 167.
7. Therefore, Nell gave 167.",168,gpt-3.5-turbo-0301,sbs,"Q: Nell collects baseball cards. She had 573 cards. She gave 195 cards to John and yet some more to Jeff. Now she has 210 cards left. How many cards did Nell give to Jeff?

A: Let's think step by step. 1. Nell had 573 cards.
2. She gave 195 cards to John, so she had 573 - 195 = 378 cards left.
3. She gave some more cards to Jeff, so let's call that number x.
4. After giving x cards to Jeff, she had 210 cards left.
5. So we can set up an equation: 378 - x = 210
6. Solving for x, we get x = 167.
7. Therefore, Nell gave 167. cards to Jeff. Therefore, the answer (arabic numerals) is",167,FALSE,calculation,,
"Q: The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?

A: Let's think step by step. 1. The Ferris wheel has 4 seats.
2. 20 people can ride the wheel at the same time.
3. Therefore, each ride can accommodate 20/4 = 2 people per seat.
4. So, each seat can hold 2",5,gpt-3.5-turbo-0301,sbs,"Q: The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?

A: Let's think step by step. 1. The Ferris wheel has 4 seats.
2. 20 people can ride the wheel at the same time.
3. Therefore, each ride can accommodate 20/4 = 2 people per seat.
4. So, each seat can hold 2 people. Therefore, the answer (arabic numerals) is",2,FALSE,calculation,,
