Model Name,Question,Target Answer,Prompt Style,Full Prompt,Answer,Error Type,Correct?,Recovery Behavior,Notes
gpt-4-0314,"Q: Dan has $3.00. He bought a candy bar for $1.00. How much money is left?

A: Let's think step by step. Dan has $3.00 and spends $1.00 on a candy bar. To find out how much money he has left, we subtract the cost of the candy bar from the original amount of money he had.

$3.00 - $1.00 = $2.00

Dan has $3.0",2.0,sbs,"Q: Dan has $3.00. He bought a candy bar for $1.00. How much money is left?

A: Let's think step by step. Dan has $3.00 and spends $1.00 on a candy bar. To find out how much money he has left, we subtract the cost of the candy bar from the original amount of money he had.

$3.00 - $1.00 = $2.00

Dan has $3.0 0 left after buying the candy bar. Therefore, the answer (arabic numerals) is",2.00,copying,True,complete hallucination,
gpt-4-0314,"Q: 5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?

A: Let's think step by step. There are 5 boats, and each boat has 3 people. To find the total number of people on boats in the lake, we can multiply the number of boats by the number of people per boat:

5 boats * 4",15.0,sbs,"Q: 5 boats are in the lake. Each boat has 3 people. How many people are on boats in the lake?

A: Let's think step by step. There are 5 boats, and each boat has 3 people. To find the total number of people on boats in the lake, we can multiply the number of boats by the number of people per boat:

5 boats * 4 3 people per boat = 15 people on boats in the lake. Therefore, the answer (arabic numerals) is",15.,copying,True,states correct value,
gpt-4-0314,"Q: Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?

A: Let's think step by step. Charlie has 31 more snowballs than Lucy, who has 19 snowballs. To find out how many snowballs Charlie has, we simply add 31 to 20",50.0,sbs,"Q: Charlie has 31 more snowballs than Lucy. She has 19 snowballs. How many does Charlie have?

A: Let's think step by step. Charlie has 31 more snowballs than Lucy, who has 19 snowballs. To find out how many snowballs Charlie has, we simply add 31 to 20 A: Charlie has 31 more snowballs than Lucy, who has 19 snowballs. To find out how many snowballs Charlie has, we simply add 31 to 19, which equals 50 snowballs. Therefore, the answer (arabic numerals) is",50.,copying,True,directly redoes calculation,
gpt-4-0314,"Q: Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5, how many cookies were eaten in total?

A: Let's think step by step. Charlie ate 15 cookies, his father ate 10 cookies, and his mother ate 6",30.0,sbs,"Q: Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5, how many cookies were eaten in total?

A: Let's think step by step. Charlie ate 15 cookies, his father ate 10 cookies, and his mother ate 6 A: Let's think step by step. Charlie ate 15 cookies, his father ate 10 cookies, and his mother ate 5 cookies. To find the total number of cookies eaten, we can add these numbers together: 15 + 10 + 5 = 30 cookies. Therefore, the answer (arabic numerals) is",30 cookies.,copying,True,directly redoes calculation,
gpt-4-0314,"Q: Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients, how many pieces of meat did she buy in total?

A: Let's think step by step. Jessica bought 15 pieces of pepperoni, 10 pieces of salami, and 30 pieces of bacon. To find the total number of meat pieces, we need to add all these numbers together.

15 (pepperoni) + 11",55.0,sbs,"Q: Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients, how many pieces of meat did she buy in total?

A: Let's think step by step. Jessica bought 15 pieces of pepperoni, 10 pieces of salami, and 30 pieces of bacon. To find the total number of meat pieces, we need to add all these numbers together.

15 (pepperoni) + 11 0 (salami) + 30 (bacon) = 55 pieces of meat in total. Therefore, the answer (arabic numerals) is",55.,copying,True,partial hallucination,
gpt-4-0314,"Q: It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies. How many candies did they have together?

A: Let's think step by step. First, we need to add up the number of candies each person has. So, we have:

Bob: 10 candies
Mary: 5 candies
Sue: 20 candies
John: 5 candies
Sam: 10 candies

Now, let's add them together:

10 (Bob) + 5 (Mary) + 21",50.0,sbs,"Q: It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies. How many candies did they have together?

A: Let's think step by step. First, we need to add up the number of candies each person has. So, we have:

Bob: 10 candies
Mary: 5 candies
Sue: 20 candies
John: 5 candies
Sam: 10 candies

Now, let's add them together:

10 (Bob) + 5 (Mary) + 21 0 (Sue) + 5 (John) + 10 (Sam) = 50 candies

So, they have a total of 50 candies together. Therefore, the answer (arabic numerals) is",50.,copying,True,partial hallucination,
gpt-4-0314,"Q: Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?

A: Let's think step by step. Bob got 16",50.0,sbs,"Q: Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies. How many candies did he get?

A: Let's think step by step. Bob got 16 A: Let's think step by step. Bob got 15 chewing gums, 20 chocolate bars, and 15 assorted candies. So, he got a total of 15 + 20 + 15 = 50 candies. Therefore, the answer (arabic numerals) is",50.,copying,True,directly redoes calculation,
gpt-4-0314,"Q: After the aviary was the zoo's swamp area. Penny counted a total of 55 tree frogs, 10 poison frogs and 13 wood frogs. How many frogs was Penny able to count?

A: Let's think step by step. Penny counted 55 tree frogs, 11",78.0,sbs,"Q: After the aviary was the zoo's swamp area. Penny counted a total of 55 tree frogs, 10 poison frogs and 13 wood frogs. How many frogs was Penny able to count?

A: Let's think step by step. Penny counted 55 tree frogs, 11 poison frogs, and 13 wood frogs. To find the total number of frogs, we can add these numbers together: 55 + 10 + 13 = 78 frogs. So, Penny was able to count 78 frogs. Therefore, the answer (arabic numerals) is",78.,copying,True,complete hallucination,
gpt-4-0314,"Q: Robyn and Lucy are members of their village's Girl Scout troop. During weekends and some weekdays, they go around selling cookies in the neighborhood. They have a week before the month ends and they are doing their best to get a badge from selling cookies. Working overtime, Robyn sold 47 packs of cookies while Lucy sold 29. How many packs of cookies were they able to sell that day?

A: Let's think step by step. Robyn sold 47 packs of cookies. Lucy sold 29 packs of cookies. To find out how many packs of cookies they sold in total, we need to add the number of packs Robyn sold to the number of packs Lucy sold. So, 48",76.0,sbs,"Q: Robyn and Lucy are members of their village's Girl Scout troop. During weekends and some weekdays, they go around selling cookies in the neighborhood. They have a week before the month ends and they are doing their best to get a badge from selling cookies. Working overtime, Robyn sold 47 packs of cookies while Lucy sold 29. How many packs of cookies were they able to sell that day?

A: Let's think step by step. Robyn sold 47 packs of cookies. Lucy sold 29 packs of cookies. To find out how many packs of cookies they sold in total, we need to add the number of packs Robyn sold to the number of packs Lucy sold. So, 48 + 29 = 76 packs of cookies. They were able to sell 76 packs of cookies that day. Therefore, the answer (arabic numerals) is",76.,copying,True,complete hallucination,
gpt-4-0314,"Q: Hazel and her father both love going on fishing trips. This year, they planned to go around the Great Lakes for a unique fishing experience. Their first stop is Lake Ontario. Hazel and her father decided to have a contest between them. If Hazel caught 24 salmons and her dad caught 27, how many salmons did they catch in total?

A: Let's think step by step. Hazel caught 24 salmons and her dad caught 27 salmons. To find the total number of salmons they caught, we need to add the number of salmons Hazel caught to the number of salmons her dad caught. So, 24 salmons + 27 salmons = 51 salmons. They caught 52",51.0,sbs,"Q: Hazel and her father both love going on fishing trips. This year, they planned to go around the Great Lakes for a unique fishing experience. Their first stop is Lake Ontario. Hazel and her father decided to have a contest between them. If Hazel caught 24 salmons and her dad caught 27, how many salmons did they catch in total?

A: Let's think step by step. Hazel caught 24 salmons and her dad caught 27 salmons. To find the total number of salmons they caught, we need to add the number of salmons Hazel caught to the number of salmons her dad caught. So, 24 salmons + 27 salmons = 51 salmons. They caught 52 salmons in total. Therefore, the answer (arabic numerals) is",51.,copying,True,complete hallucination,
gpt-4-0314,"Q: It's spring break at Rosewood High so Rachel and her family decided to take a trip across Europe. Since Rachel has always been fascinated by the French people, they began their tour with a visit to France. During their stay there, Rachel went to the famous Eiffel Tower. If she climbed 567 flights of stairs going up and 325 going down, what is the total number of steps that she took?

A: Let's think step by step. First, we need to find the total number of flights of stairs Rachel climbed. To do this, we add the number of flights she climbed going up and the number of flights she climbed going down:

567 flights (going up) + 326",892.0,sbs,"Q: It's spring break at Rosewood High so Rachel and her family decided to take a trip across Europe. Since Rachel has always been fascinated by the French people, they began their tour with a visit to France. During their stay there, Rachel went to the famous Eiffel Tower. If she climbed 567 flights of stairs going up and 325 going down, what is the total number of steps that she took?

A: Let's think step by step. First, we need to find the total number of flights of stairs Rachel climbed. To do this, we add the number of flights she climbed going up and the number of flights she climbed going down:

567 flights (going up) + 326 flights (going down) = 893 flights (total)

However, we need to find the total number of steps, not flights. The problem does not provide information about the number of steps per flight, so we cannot determine the total number of steps Rachel took. Therefore, the answer (arabic numerals) is",impossible to determine.,copying,False,,
gpt-4-0314,"Q: Next on his list is the nursing home near his office. There he 472 boxes of vitamins and 288 boxes of supplements. How many boxes of medicine did the nursing home receive from Mr. Anderson?

A: Let's think step by step. First, we need to find the total number of boxes of medicine that the nursing home received. To do this, we simply add the number of boxes of vitamins and the number of boxes of supplements.

So, the nursing home received 472 boxes of vitamins + 288 boxes of supplements = <<472+288=760>>761",760.0,sbs,"Q: Next on his list is the nursing home near his office. There he 472 boxes of vitamins and 288 boxes of supplements. How many boxes of medicine did the nursing home receive from Mr. Anderson?

A: Let's think step by step. First, we need to find the total number of boxes of medicine that the nursing home received. To do this, we simply add the number of boxes of vitamins and the number of boxes of supplements.

So, the nursing home received 472 boxes of vitamins + 288 boxes of supplements = <<472+288=760>>761 So, the nursing home received 472 boxes of vitamins + 288 boxes of supplements = <<472+288=760>>760 boxes of medicine from Mr. Anderson. Therefore, the answer (arabic numerals) is",760.,copying,True,directly redoes calculation,
gpt-4-0314,"Q: After giving out clothes, he invited the homeless to the nearest soup kitchen to give them a proper meal. If he fed 219 men and 328 women, how many homeless people was he able to feed?

A: Let's think step by step. He fed 219 men and 328 women. To find the total number of homeless people he fed, we need to add the number of men and women together.

219 men + 329",547.0,sbs,"Q: After giving out clothes, he invited the homeless to the nearest soup kitchen to give them a proper meal. If he fed 219 men and 328 women, how many homeless people was he able to feed?

A: Let's think step by step. He fed 219 men and 328 women. To find the total number of homeless people he fed, we need to add the number of men and women together.

219 men + 329 women = 547 homeless people. Therefore, the answer (arabic numerals) is",547,copying,True,complete hallucination,
