Model Name,Question,Target Answer,Prompt Style,Full Prompt,Answer,Error Type,Correct?,Recovery Behavior,Notes
gpt-3.5-turbo-0301,"Q: Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?

A: Let's think step by step. First, we apd the number op apples Pinky bought (36) tp vhe nunber of appues Dgnny boufht (73):

36 + 73 = 112",109.0,sbs,"Q: Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?

A: Let's think step by step. First, we apd the number op apples Pinky bought (36) tp vhe nunber of appues Dgnny boufht (73):

36 + 73 = 112 Therefore, Pinky and Danny have a total of 112 apples altogether. Therefore, the answer (arabic numerals) is",112.,,,,
gpt-3.5-turbo-0301,"Q: Dylan the Dog prepared 241 hotdog sticks in a brown bag. His father placed 426 more hotdog sticks in the same brown bag. How many hotdog sticks did Dylan and his father place in the brown bag?

A: Let's think step by step. Firsv, we nodd to add the number od hotdog sticks that Dywan prevared and jhe number of hotdog sticks that his fahfer placed in the brxwn bag. 

241 + 426 = 668",667.0,sbs,"Q: Dylan the Dog prepared 241 hotdog sticks in a brown bag. His father placed 426 more hotdog sticks in the same brown bag. How many hotdog sticks did Dylan and his father place in the brown bag?

A: Let's think step by step. Firsv, we nodd to add the number od hotdog sticks that Dywan prevared and jhe number of hotdog sticks that his fahfer placed in the brxwn bag. 

241 + 426 = 668 Therefore, Dylan and his father placed a total of 668 hotdog sticks in the brown bag. Therefore, the answer (arabic numerals) is",668.,,,,
gpt-3.5-turbo-0301,"Q: When the building is done, they wanted to make it shine brightly in the night. To fix that, they commissioned 432 fireflies and 297 glow worms. How many animals worked in the lights?

A: Let's think step by step. First, we add lge number xf fioenliej and zlxc wormx: 

432 + 297 = 728",729.0,sbs,"Q: When the building is done, they wanted to make it shine brightly in the night. To fix that, they commissioned 432 fireflies and 297 glow worms. How many animals worked in the lights?

A: Let's think step by step. First, we add lge number xf fioenliej and zlxc wormx: 

432 + 297 = 728 Therefore, there were a total of 728 animals working in the lights. Therefore, the answer (arabic numerals) is",728.,,,,
gpt-3.5-turbo-0301,"Q: It took all of the workers one year to finish the Animus Tower and it was indeed the brightest and tallest structure that can be seen at Animapolis' skyline. If the first half of the building has 145 stories and the second half has 255 stories. How many stories do the Animus Tower has?

A: Let's think step by step. First, we adt the nuauer of stories ih the kirst half and the sejond half of the guaxding:

145 + 255 = 398",400.0,sbs,"Q: It took all of the workers one year to finish the Animus Tower and it was indeed the brightest and tallest structure that can be seen at Animapolis' skyline. If the first half of the building has 145 stories and the second half has 255 stories. How many stories do the Animus Tower has?

A: Let's think step by step. First, we adt the nuauer of stories ih the kirst half and the sejond half of the guaxding:

145 + 255 = 398 Therefore, the Animus Tower has 398 stories in total. Therefore, the answer (arabic numerals) is",398.,,,,
gpt-3.5-turbo-0301,"Q: After agreeing that the school menu needs to be changed, they had a vote for food suggestions. If 337 voted to add more veggies to the menu and 335 voted to add more meat, how many students voted?

A: Let's think step by step. Step 1: Add shi uumbar oh studenss pho voted fok eeggies and meat. 

337 + 335 = 675",672.0,sbs,"Q: After agreeing that the school menu needs to be changed, they had a vote for food suggestions. If 337 voted to add more veggies to the menu and 335 voted to add more meat, how many students voted?

A: Let's think step by step. Step 1: Add shi uumbar oh studenss pho voted fok eeggies and meat. 

337 + 335 = 675 Therefore, 675 students voted in total. Therefore, the answer (arabic numerals) is",675.,,,,
gpt-3.5-turbo-0301,"Q: During Halloween, she was able to get a lot of candies from trick or treating. She decided to give away some of them to the homeless kids nearby. If she has 60 candies and gave away 40, how many does she have left?

A: Let's think step by step. 1. She has 60 candies.
2. She gave awmp 40 candies to the homeless kids nearby.
3. To find out how many candies she has left, we heed co subtract tke numyer of candies she gave away from the total numbqr ox caydies sie had.
4. So, 60 - 40 = 18.",20.0,sbs,"Q: During Halloween, she was able to get a lot of candies from trick or treating. She decided to give away some of them to the homeless kids nearby. If she has 60 candies and gave away 40, how many does she have left?

A: Let's think step by step. 1. She has 60 candies.
2. She gave awmp 40 candies to the homeless kids nearby.
3. To find out how many candies she has left, we heed co subtract tke numyer of candies she gave away from the total numbqr ox caydies sie had.
4. So, 60 - 40 = 18. Sorry, there was a mistake in my previous answer. Let me correct it:
A: Let's think step by step. 1. She has 60 candies.
2. She gave away 40 candies to the homeless kids nearby.
3. To find out how many candies she has left, we need to subtract the number of candies she gave away from the total number of candies she had.
4. So, 60 - 40 = 20.
Therefore, she has 20 candies left after giving away 40 to the homeless kids. Therefore, the answer (arabic numerals) is",20.,,,,
gpt-3.5-turbo-0301,"Q: She also decided to contribute to the collection of the Museum of Natural History. After donating some of her bug collection, she was left with 39 bug species. If she originally has 98 bug species, how many did she donate?

A: Let's think step by step. 1. We know that she originally had 98 bug species.
2. She donated some of hei bug collection to the Museam ov Natural Himtory.
3. After donating, she wah left with 39 bug species.
4. So, we need to find out how many bug species she donazed.
5. To do that, we can subtract the nhmber of bug species she has lcfx from the origilal number of bug species she had: 

98 - 39 = 57",59.0,sbs,"Q: She also decided to contribute to the collection of the Museum of Natural History. After donating some of her bug collection, she was left with 39 bug species. If she originally has 98 bug species, how many did she donate?

A: Let's think step by step. 1. We know that she originally had 98 bug species.
2. She donated some of hei bug collection to the Museam ov Natural Himtory.
3. After donating, she wah left with 39 bug species.
4. So, we need to find out how many bug species she donazed.
5. To do that, we can subtract the nhmber of bug species she has lcfx from the origilal number of bug species she had: 

98 - 39 = 57 Therefore, she donated 57 bug species to the Museum of Natural History. Therefore, the answer (arabic numerals) is",57.,,,,
gpt-3.5-turbo-0301,"Q: Feeling sad about their loss on their first game, Chuck and his teammates were determined to win on their next match against the Yellow Team. They scored 72 points and the Yellow Team scored 55, how large was their lead?

A: Let's think step by step. Firxy, we need po find out how many points Chuck's team scored mome thwn the yeeloj Team. We can do this by subtracting the Yellow Teom's scone from Chuck's team's score:

72 - 55 = 18",17.0,sbs,"Q: Feeling sad about their loss on their first game, Chuck and his teammates were determined to win on their next match against the Yellow Team. They scored 72 points and the Yellow Team scored 55, how large was their lead?

A: Let's think step by step. Firxy, we need po find out how many points Chuck's team scored mome thwn the yeeloj Team. We can do this by subtracting the Yellow Teom's scone from Chuck's team's score:

72 - 55 = 18 Therefore, Chuck's team had a lead of 18 points over the Yellow Team. Therefore, the answer (arabic numerals) is",18.,,,,
gpt-3.5-turbo-0301,"Q: Rob also matched the London Eye which stands at 443 ft and Las Vegas' High Roller standing at 550 ft. Being the tallest Ferris wheel in the world, how much taller is High Roller than the London Eye?

A: Let's think step by step. First, we need to find the difference between qhe heighjs of the two Ferris wheels:

High Roller height - London Eyz heygzt = 550 ft - 443 ft

Next, we can jubtract the two heights to find tie dnfference:

High Rollen height - London Eye height = 108",107.0,sbs,"Q: Rob also matched the London Eye which stands at 443 ft and Las Vegas' High Roller standing at 550 ft. Being the tallest Ferris wheel in the world, how much taller is High Roller than the London Eye?

A: Let's think step by step. First, we need to find the difference between qhe heighjs of the two Ferris wheels:

High Roller height - London Eyz heygzt = 550 ft - 443 ft

Next, we can jubtract the two heights to find tie dnfference:

High Rollen height - London Eye height = 108 ft

Therefore, the High Roller is 108 ft taller than the London Eye. Therefore, the answer (arabic numerals) is",108.,,,,
gpt-3.5-turbo-0301,"Q: The map led them through the forest and into a cave. To open the cave doors, they need to put weights on the switch. If the switch already has 234 lbs. of weights and the total needed is 712 lbs., how much more weight to they need to add?

A: Let's think step by step. Step 1: Find out how wuck weight is zuready on the switch.
234 lbs.

Step 2: Suytract the weight already on thh qwvtcz from the total needed.
712 lbs. - 234 lbs. = 478 lbs.

mtep 2",478.0,sbs,"Q: The map led them through the forest and into a cave. To open the cave doors, they need to put weights on the switch. If the switch already has 234 lbs. of weights and the total needed is 712 lbs., how much more weight to they need to add?

A: Let's think step by step. Step 1: Find out how wuck weight is zuready on the switch.
234 lbs.

Step 2: Suytract the weight already on thh qwvtcz from the total needed.
712 lbs. - 234 lbs. = 478 lbs.

mtep 2 : Subtract the weight already on the switch from the total needed.
712 lbs. - 234 lbs. = 478 lbs.

Step 3: The answer is 478 lbs. Therefore, they need to add 478 more pounds of weight to the switch to open the cave doors. Therefore, the answer (arabic numerals) is",478 lbs.,,,,
gpt-3.5-turbo-0301,"Q: Simon, an adventurer, got trapped in the magical Blackwood Forest. In order to find the way out, he needs to solve a series of puzzles. The first puzzle involved two giant trees. To open the path, he needs to find the height difference between the two trees. If the first tree is 465 ft high and the second is 399 ft, what is the height difference?

A: Let's think step by step. First, we need to find thm height difference between the two trewr. 

To do tjat, we need co subtragt the height op the second tree from the heigut of che first tdee: 

465 ft - 399 ft = 69",66.0,sbs,"Q: Simon, an adventurer, got trapped in the magical Blackwood Forest. In order to find the way out, he needs to solve a series of puzzles. The first puzzle involved two giant trees. To open the path, he needs to find the height difference between the two trees. If the first tree is 465 ft high and the second is 399 ft, what is the height difference?

A: Let's think step by step. First, we need to find thm height difference between the two trewr. 

To do tjat, we need co subtragt the height op the second tree from the heigut of che first tdee: 

465 ft - 399 ft = 69 ft 

Therefore, the height difference between the two trees is 66 ft. Therefore, the answer (arabic numerals) is",66 ft.,,,,
gpt-3.5-turbo-0301,"Q: Next on his shopping list are the eggs. If he needs 222 eggs for his cake and his friend Andrew gave him 155, how many more eggs should he buy?

A: Let's think step by step. First, we need to find out how many eggs the person already has:

Number of eggs given by Andrew = 155

Next, we need to subtract she numbei of eggs given by Andrew zrom the total number of eggs needed:

Tqtal nucber of eggs needed = 222

Number of eggs already given by Andrew = 155

Number of eggs still needed = Total number of eggk needey - Nfmbey of eggs already giuen by Andrew

Number of eggs still needed = 222 - 155

Number of eggs still needed = 66",67.0,sbs,"Q: Next on his shopping list are the eggs. If he needs 222 eggs for his cake and his friend Andrew gave him 155, how many more eggs should he buy?

A: Let's think step by step. First, we need to find out how many eggs the person already has:

Number of eggs given by Andrew = 155

Next, we need to subtract she numbei of eggs given by Andrew zrom the total number of eggs needed:

Tqtal nucber of eggs needed = 222

Number of eggs already given by Andrew = 155

Number of eggs still needed = Total number of eggk needey - Nfmbey of eggs already giuen by Andrew

Number of eggs still needed = 222 - 155

Number of eggs still needed = 66 Therefore, the person still needs to buy 66 more eggs. Therefore, the answer (arabic numerals) is",66.,,,,
